type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
charge,[2009.       3.       3.      14.       5.      44.218],24,B0027,57,3216,03216.csv,,,
discharge,[2009.       3.       3.      16.      58.      46.625],24,B0027,58,3217,03217.csv,1.7964331683322998,,
impedance,[2009.       3.       3.      18.      49.      37.578],24,B0027,59,3218,03218.csv,,0.09821474,0.12600317424850244
charge,[2009.       3.       3.      19.      21.      23.546],24,B0027,60,3219,03219.csv,,,
impedance,[2009.       3.       3.      22.      22.       5.031],24,B0027,61,3220,03220.csv,,0.097704053,0.11721661093382099
impedance,[2009.       3.       5.      15.      25.      53.312],24,B0027,62,3221,03221.csv,,0.096349098,0.11435722029540347
charge,[2009.       3.       5.      15.      57.      39.484],24,B0027,63,3222,03222.csv,,,
impedance,[2009.       3.       5.      18.       8.      32.859],24,B0027,64,3223,03223.csv,,0.097556123,0.11844508949428006
discharge,[2009.       3.       5.      18.      40.      18.984],24,B0027,65,3224,03224.csv,1.8088036930508289,,
charge,[2009.       3.       5.      20.      27.      37.359],24,B0027,66,3225,03225.csv,,,
discharge,[2.009e+03 3.000e+00 5.000e+00 2.300e+01 2.000e+01 1.140e+00],24,B0027,67,3226,03226.csv,1.7915527748749653,,
charge,[2.0090e+03 3.0000e+00 6.0000e+00 1.0000e+00 6.0000e+00 3.5906e+01],24,B0027,68,3227,03227.csv,,,
discharge,[2009.       3.       6.       4.       0.      25.046],24,B0027,69,3228,03228.csv,1.7853375192239571,,
charge,[2009.       3.       6.       5.      46.      35.031],24,B0027,70,3229,03229.csv,,,
discharge,[2009.       3.       6.       8.      39.      37.156],24,B0027,71,3230,03230.csv,1.793209210325309,,
charge,[2009.       3.       6.      10.      25.      28.937],24,B0027,72,3231,03231.csv,,,
discharge,[2009.       3.       6.      13.      20.      49.203],24,B0027,73,3232,03232.csv,1.7873097711102113,,
impedance,[2009.       3.       6.      15.      10.      41.859],24,B0027,74,3233,03233.csv,,0.096539181,0.1267597829642833
charge,[2009.       3.       6.      15.      42.      28.359],24,B0027,75,3234,03234.csv,,,
impedance,[2009.       3.       6.      18.      44.      22.484],24,B0027,76,3235,03235.csv,,0.099965263,0.119612266
discharge,[2009.       3.      19.      10.      34.      54.078],24,B0027,77,3236,03236.csv,1.7700926253324452,,
impedance,[2009.     3.    19.    12.    23.    39.5],24,B0027,78,3237,03237.csv,,0.099692272,0.1248543133814611
charge,[2009.       3.      19.      12.      55.      26.718],24,B0027,79,3238,03238.csv,,,
charge,[2010.       6.       3.      18.      29.      28.093],22,B0044,0,3239,03239.csv,,,
impedance,[2010.       6.       3.      19.      59.      13.171],24,B0044,1,3240,03240.csv,,0.08024913,0.1445925073678542
discharge,[2010.       6.       3.      20.      31.       2.968],22,B0044,2,3241,03241.csv,1.686525555152074,,
charge,[2010.       6.       3.      21.      28.      23.343],22,B0044,3,3242,03242.csv,,,
discharge,[2010.       6.       4.       0.      29.      30.921],22,B0044,4,3243,03243.csv,1.6624606531639186,,
charge,[2.0100e+03 6.0000e+00 4.0000e+00 1.0000e+00 2.5000e+01 3.9953e+01],22,B0044,5,3244,03244.csv,,,
discharge,[2010.       6.       4.       4.      26.      46.875],22,B0044,6,3245,03245.csv,1.6534010755700512,,
charge,[2010.       6.       4.       5.      22.      11.609],22,B0044,7,3246,03246.csv,,,
discharge,[2010.     6.     4.     8.    23.    18.5],22,B0044,8,3247,03247.csv,1.6452145903490936,,
charge,[2010.       6.       4.       9.      18.      10.125],22,B0044,9,3248,03248.csv,,,
discharge,[2010.       6.       4.      12.      19.      17.125],22,B0044,10,3249,03249.csv,1.635664062367341,,
impedance,[2010.      6.      4.     13.     17.     33.14],24,B0044,11,3250,03250.csv,,0.077301114,0.1266961367194894
charge,[2010.       6.       4.      13.      49.      16.656],22,B0044,12,3251,03251.csv,,,
impedance,[2010.       6.       4.      16.      54.      24.109],24,B0044,13,3252,03252.csv,,0.076861617,0.12230329986492494
discharge,[2010.      6.      4.     17.     26.      7.75],22,B0044,14,3253,03253.csv,0,,
charge,[2010.       6.       4.      18.      11.      41.437],22,B0044,15,3254,03254.csv,,,
discharge,[2.01e+03 6.00e+00 4.00e+00 2.10e+01 8.00e+00 4.37e-01],22,B0044,16,3255,03255.csv,1.6267769765146463,,
charge,[2.0100e+03 6.0000e+00 4.0000e+00 2.2000e+01 1.0000e+00 2.3046e+01],22,B0044,17,3256,03256.csv,,,
discharge,[2.0100e+03 6.0000e+00 5.0000e+00 1.0000e+00 2.0000e+00 3.3453e+01],22,B0044,18,3257,03257.csv,1.6159715504743064,,
charge,[2.0100e+03 6.0000e+00 5.0000e+00 1.0000e+00 5.5000e+01 3.7531e+01],22,B0044,19,3258,03258.csv,,,
discharge,[2010.       6.       5.       4.      56.      47.468],22,B0044,20,3259,03259.csv,1.6076028386649623,,
charge,[2010.       6.       5.       5.      49.      38.281],22,B0044,21,3260,03260.csv,,,
discharge,[2010.      6.      5.      8.     50.     47.75],22,B0044,22,3261,03261.csv,1.6003360401431612,,
impedance,[2010.       6.       5.       9.      47.      27.109],24,B0044,23,3262,03262.csv,,0.074950164,0.12592465844771708
charge,[2010.       6.       5.      10.      19.      11.203],22,B0044,24,3263,03263.csv,,,
impedance,[2010.       6.       5.      13.      24.      19.718],24,B0044,25,3264,03264.csv,,0.07839387,0.12002831056634808
discharge,[2010.       6.       5.      13.      56.       3.921],22,B0044,26,3265,03265.csv,1.5978700914991917,,
charge,[2010.      6.      5.     14.     48.     40.64],22,B0044,27,3266,03266.csv,,,
discharge,[2010.       6.       5.      17.      49.      52.625],22,B0044,28,3267,03267.csv,1.5900310265163515,,
charge,[2010.       6.       5.      18.      42.      16.578],22,B0044,29,3268,03268.csv,,,
discharge,[2010.       6.       5.      21.      43.      27.734],22,B0044,30,3269,03269.csv,1.5816311155652092,,
charge,[2010.       6.       5.      22.      35.      48.546],22,B0044,31,3270,03270.csv,,,
discharge,[2.0100e+03 6.0000e+00 6.0000e+00 1.0000e+00 3.6000e+01 5.8156e+01],22,B0044,32,3271,03271.csv,1.5714556311034702,,
charge,[2.010e+03 6.000e+00 6.000e+00 2.000e+00 2.900e+01 1.406e+00],22,B0044,33,3272,03272.csv,,,
discharge,[2010.       6.       6.       5.      30.      11.906],22,B0044,34,3273,03273.csv,1.563220798569978,,
impedance,[2010.       6.       6.       6.      26.      12.265],24,B0044,35,3274,03274.csv,,0.076987134,0.12424578912430466
charge,[2010.       6.       6.       6.      57.      56.937],22,B0044,36,3275,03275.csv,,,
impedance,[2010.       6.       6.      10.       3.       8.109],24,B0044,37,3276,03276.csv,,0.075032381,0.12657991793698908
discharge,[2010.       6.       6.      10.      34.      53.031],22,B0044,38,3277,03277.csv,1.5606775388245586,,
charge,[2.01e+03 6.00e+00 6.00e+00 1.10e+01 2.70e+01 8.12e-01],22,B0044,39,3278,03278.csv,,,
discharge,[2010.       6.       6.      14.      28.      10.546],22,B0044,40,3279,03279.csv,1.5523886011314287,,
charge,[2010.       6.       6.      15.      20.       3.984],22,B0044,41,3280,03280.csv,,,
discharge,[2010.       6.       6.      18.      21.      14.171],22,B0044,42,3281,03281.csv,1.5444592876561967,,
charge,[2010.       6.       6.      19.      12.      55.125],22,B0044,43,3282,03282.csv,,,
discharge,[2010.       6.       6.      22.      14.       8.156],22,B0044,44,3283,03283.csv,1.536558134180655,,
charge,[2010.       6.       6.      23.       5.      46.734],22,B0044,45,3284,03284.csv,,,
discharge,[2.010e+03 6.000e+00 7.000e+00 2.000e+00 6.000e+00 5.764e+01],22,B0044,46,3285,03285.csv,1.5307255867941072,,
impedance,[2.0100e+03 6.0000e+00 7.0000e+00 3.0000e+00 2.0000e+00 2.1765e+01],24,B0044,47,3286,03286.csv,,0.076791148,0.12158409640466683
charge,[2010.       6.       7.       3.      34.       7.015],22,B0044,48,3287,03287.csv,,,
impedance,[2010.       6.       7.       6.      39.      18.421],24,B0044,49,3288,03288.csv,,0.075916502,0.1254534625171989
discharge,[2010.       6.       7.      13.      57.      40.859],22,B0044,50,3289,03289.csv,1.545242808242328,,
impedance,[2010.      6.      7.     14.     53.     59.75],24,B0044,51,3290,03290.csv,,0.077391208,0.12141622732182948
charge,[2010.       6.       7.      15.      25.      45.109],22,B0044,52,3291,03291.csv,,,
impedance,[2010.       6.       7.      18.      30.      57.328],24,B0044,53,3292,03292.csv,,0.077527645,0.11946069327239817
discharge,[2.0100e+03 6.0000e+00 7.0000e+00 1.9000e+01 2.0000e+00 4.3281e+01],22,B0044,54,3293,03293.csv,1.5397144491816253,,
charge,[2010.       6.       7.      19.      54.      42.406],22,B0044,55,3294,03294.csv,,,
discharge,[2010.       6.       7.      22.      55.      54.203],22,B0044,56,3295,03295.csv,1.5305357077773765,,
charge,[2010.       6.       7.      23.      47.      48.609],22,B0044,57,3296,03296.csv,,,
discharge,[2.010e+03 6.000e+00 8.000e+00 2.000e+00 4.900e+01 1.156e+00],22,B0044,58,3297,03297.csv,1.5199735224097084,,
charge,[2010.       6.       8.       3.      40.      37.515],22,B0044,59,3298,03298.csv,,,
discharge,[2010.       6.       8.       6.      41.      51.625],22,B0044,60,3299,03299.csv,1.5136629526844203,,
charge,[2010.       6.       8.       7.      33.       6.734],22,B0044,61,3300,03300.csv,,,
discharge,[2010.     6.     8.    10.    34.    18.5],22,B0044,62,3301,03301.csv,1.5012870006992953,,
impedance,[2010.      6.      8.     11.     29.     23.75],24,B0044,63,3302,03302.csv,,0.077298337,0.11953556538526514
charge,[2.010e+03 6.000e+00 8.000e+00 1.200e+01 1.000e+00 9.765e+00],22,B0044,64,3303,03303.csv,,,
impedance,[2010.       6.       8.      15.       6.      23.578],24,B0044,65,3304,03304.csv,,0.077271306,0.12107601463935408
discharge,[2010.       6.       8.      15.      38.       9.593],22,B0044,66,3305,03305.csv,1.5023814734911674,,
charge,[2010.       6.       8.      16.      29.      29.609],22,B0044,67,3306,03306.csv,,,
discharge,[2010.      6.      8.     19.     30.     45.25],22,B0044,68,3307,03307.csv,1.4980955154277502,,
charge,[2010.       6.       8.      20.      21.      58.343],22,B0044,69,3308,03308.csv,,,
discharge,[2010.       6.       8.      23.      23.      11.562],22,B0044,70,3309,03309.csv,1.4906542391377111,,
charge,[2010.       6.       9.       0.      14.      12.203],22,B0044,71,3310,03310.csv,,,
discharge,[2010.       6.       9.       3.      15.      28.281],22,B0044,72,3311,03311.csv,1.4843971639436213,,
charge,[2010.       6.       9.       4.       6.       7.312],22,B0044,73,3312,03312.csv,,,
discharge,[2010.       6.       9.       7.       7.      20.406],22,B0044,74,3313,03313.csv,1.4725321936230114,,
impedance,[2.010e+03 6.000e+00 9.000e+00 8.000e+00 2.000e+00 1.843e+00],24,B0044,75,3314,03314.csv,,0.07632132,0.12252765734617399
charge,[2010.       6.       9.       8.      33.      48.203],22,B0044,76,3315,03315.csv,,,
impedance,[2.01e+03 6.00e+00 9.00e+00 1.10e+01 3.90e+01 8.90e-01],24,B0044,77,3316,03316.csv,,0.079136459,0.11909423133078922
discharge,[2010.       6.       9.      12.      10.      47.421],22,B0044,78,3317,03317.csv,1.4663149382113208,,
charge,[2.0100e+03 6.0000e+00 9.0000e+00 1.3000e+01 1.0000e+00 3.0656e+01],22,B0044,79,3318,03318.csv,,,
discharge,[2.0100e+03 6.0000e+00 9.0000e+00 1.6000e+01 2.0000e+00 4.7125e+01],22,B0044,80,3319,03319.csv,1.4671298468877776,,
charge,[2010.       6.       9.      16.      53.      21.828],22,B0044,81,3320,03320.csv,,,
discharge,[2010.      6.      9.     19.     54.     38.39],22,B0044,82,3321,03321.csv,1.4593858997633138,,
charge,[2.01e+03 6.00e+00 9.00e+00 2.00e+01 4.50e+01 4.68e-01],22,B0044,83,3322,03322.csv,,,
discharge,[2010.       6.       9.      23.      46.      17.078],22,B0044,84,3323,03323.csv,1.4467901368505207,,
charge,[2010.       6.      10.       0.      36.      17.703],22,B0044,85,3324,03324.csv,,,
discharge,[2010.     6.    10.     3.    37.    32.5],22,B0044,86,3325,03325.csv,1.4390669859638228,,
impedance,[2010.       6.      10.       4.      31.      20.156],24,B0044,87,3326,03326.csv,,0.077532209,0.12132706482687759
charge,[2010.       6.      10.       5.       3.       7.312],22,B0044,88,3327,03327.csv,,,
impedance,[2010.       6.      10.       8.       8.      25.312],24,B0044,89,3328,03328.csv,,0.077720481,0.1256969602403172
discharge,[2010.       6.      10.       8.      40.      12.437],22,B0044,90,3329,03329.csv,1.4389892550462602,,
charge,[2010.       6.      10.       9.      30.      14.218],22,B0044,91,3330,03330.csv,,,
discharge,[2010.       6.      10.      12.      31.      31.375],22,B0044,92,3331,03331.csv,1.4386198779578576,,
charge,[2010.       6.      10.      13.      21.      20.703],22,B0044,93,3332,03332.csv,,,
discharge,[2010.       6.      10.      16.      22.      38.906],22,B0044,94,3333,03333.csv,1.4313412096653504,,
charge,[2010.       6.      10.      17.      12.      28.187],22,B0044,95,3334,03334.csv,,,
discharge,[2010.       6.      10.      20.      13.      46.031],22,B0044,96,3335,03335.csv,1.422973037663468,,
charge,[2010.       6.      10.      21.       3.      21.109],22,B0044,97,3336,03336.csv,,,
discharge,[2010.       6.      11.       0.       4.      38.656],22,B0044,98,3337,03337.csv,1.4150153099745097,,
impedance,[2010.       6.      11.       0.      57.      48.437],24,B0044,99,3338,03338.csv,,0.07773774,0.12090151859814768
charge,[2.0100e+03 6.0000e+00 1.1000e+01 1.0000e+00 2.9000e+01 3.6015e+01],22,B0044,100,3339,03339.csv,,,
impedance,[2010.       6.      11.       4.      34.      52.187],24,B0044,101,3340,03340.csv,,0.076998908,0.12526508966211772
discharge,[2010.       6.      11.      12.      17.      20.515],4,B0044,102,3341,03341.csv,0.057217271,,
impedance,[2010.       6.      11.      12.      40.      24.671],24,B0044,103,3342,03342.csv,,0.089506792,0.21672339
charge,[2010.      6.     11.     13.     12.     12.39],4,B0044,104,3343,03343.csv,,,
impedance,[2010    6   11   16   17   32],24,B0044,105,3344,03344.csv,,0.087727168,0.23682436071601476
discharge,[2010.       6.      11.      16.      49.      19.671],4,B0044,106,3345,03345.csv,0.057358747,,
charge,[2010.       6.      11.      17.       7.      40.968],4,B0044,107,3346,03346.csv,,,
discharge,[2010.      6.     11.     20.      8.     56.89],4,B0044,108,3347,03347.csv,0.057496875,,
charge,[2010.      6.     11.     20.     26.     56.39],4,B0044,109,3348,03348.csv,,,
discharge,[2010.       6.      11.      23.      28.      14.921],4,B0044,110,3349,03349.csv,0.057630888,,
charge,[2010.       6.      11.      23.      46.       5.703],4,B0044,111,3350,03350.csv,,,
discharge,[2010.      6.     16.     10.     39.     50.39],4,B0044,112,3351,03351.csv,0.055116913339787174,,
charge,[2010.       6.      16.      11.       9.      50.781],4,B0044,113,3352,03352.csv,,,
impedance,[2010.      6.     16.     14.     15.      4.89],24,B0044,114,3353,03353.csv,,0.085357401,0.2365673620223707
discharge,[2010.       6.      16.      14.      46.      51.593],4,B0044,115,3354,03354.csv,0.067407553,,
charge,[2010.       6.      16.      15.       6.       5.515],4,B0044,116,3355,03355.csv,,,
discharge,[2010.       6.      16.      18.       7.      22.875],4,B0044,117,3356,03356.csv,0.067567653,,
charge,[2010.      6.     16.     18.     26.     18.14],4,B0044,118,3357,03357.csv,,,
discharge,[2010.       6.      16.      21.      27.      32.859],4,B0044,119,3358,03358.csv,0.055637310449156464,,
charge,[2010.       6.      16.      21.      46.      19.531],4,B0044,120,3359,03359.csv,,,
discharge,[2010.       6.      17.       0.      47.      36.281],4,B0044,121,3360,03360.csv,0.068224333,,
charge,[2.01e+03 6.00e+00 1.70e+01 1.00e+00 0.00e+00 3.05e+01],4,B0044,122,3361,03361.csv,,,
discharge,[2010.       6.      17.       3.      38.      47.796],4,B0044,123,3362,03362.csv,0.056052453431514465,,
impedance,[2.0100e+03 6.0000e+00 1.7000e+01 4.0000e+00 1.0000e+00 4.2312e+01],24,B0044,124,3363,03363.csv,,0.084685605,0.24490099893801626
charge,[2010.       6.      17.       4.      33.      29.468],4,B0044,125,3364,03364.csv,,,
impedance,[2010.       6.      17.       7.      38.      43.687],24,B0044,126,3365,03365.csv,,0.085543908,0.22657190070376734
discharge,[2010.      6.     17.      8.     10.     30.89],4,B0044,127,3366,03366.csv,0.068682201,,
charge,[2010.       6.      17.       8.      29.      16.421],4,B0044,128,3367,03367.csv,,,
discharge,[2010.       6.      17.      11.      30.      34.546],4,B0044,129,3368,03368.csv,0.068747554,,
charge,[2010.       6.      17.      11.      49.      12.546],4,B0044,130,3369,03369.csv,,,
discharge,[2010.       6.      17.      14.      50.      30.921],4,B0044,131,3370,03370.csv,0.056514399,,
charge,[2010.       6.      17.      15.       8.      49.234],4,B0044,132,3371,03371.csv,,,
discharge,[2010.       6.      17.      18.      10.       6.218],4,B0044,133,3372,03372.csv,0.056733072,,
charge,[2010.       6.      17.      18.      28.      39.562],4,B0044,134,3373,03373.csv,,,
discharge,[2010.       6.      17.      21.      29.      54.875],4,B0044,135,3374,03374.csv,0.069413376,,
impedance,[2010.       6.      17.      21.      52.      19.546],24,B0044,136,3375,03375.csv,,0.087753423,0.2388945124770911
charge,[2010.       6.      17.      22.      24.       6.937],4,B0044,137,3376,03376.csv,,,
impedance,[2.0100e+03 6.0000e+00 1.8000e+01 1.0000e+00 2.9000e+01 2.3531e+01],24,B0044,138,3377,03377.csv,,0.084805304,0.24481609713311703
discharge,[2.0100e+03 6.0000e+00 1.8000e+01 2.0000e+00 1.0000e+00 1.1046e+01],4,B0044,139,3378,03378.csv,0.059317664,,
charge,[2.0100e+03 6.0000e+00 1.8000e+01 2.0000e+00 1.9000e+01 4.1687e+01],4,B0044,140,3379,03379.csv,,,
discharge,[2010.       6.      18.       5.      20.      59.203],4,B0044,141,3380,03380.csv,0.069817073,,
charge,[2010.       6.      18.       5.      39.      17.937],4,B0044,142,3381,03381.csv,,,
discharge,[2010.       6.      18.       8.      40.      33.875],4,B0044,143,3382,03382.csv,0.057464351,,
charge,[2010.       6.      18.       8.      58.      45.468],4,B0044,144,3383,03383.csv,,,
discharge,[2010.       6.      18.      12.       0.       2.609],4,B0044,145,3384,03384.csv,0.070537744,,
charge,[2010.       6.      18.      12.      18.      17.218],4,B0044,146,3385,03385.csv,,,
discharge,[2010.       6.      18.      15.      19.      35.359],4,B0044,147,3386,03386.csv,0.058054661,,
impedance,[2010.       6.      18.      15.      41.      40.687],24,B0044,148,3387,03387.csv,,0.084924963,0.22668650367282095
charge,[2010.       6.      18.      16.      13.      28.609],4,B0044,149,3388,03388.csv,,,
impedance,[2010.       6.      18.      19.      18.      45.218],24,B0044,150,3389,03389.csv,,0.087276363,0.21135400680805105
discharge,[2010.       6.      18.      19.      50.      33.234],4,B0044,151,3390,03390.csv,0.07083992,,
charge,[2010.       6.      18.      20.       8.      41.406],4,B0044,152,3391,03391.csv,,,
discharge,[2010    6   18   23    9   59],4,B0044,153,3392,03392.csv,0.058171836130525824,,
charge,[2010.       6.      18.      23.      27.      58.265],4,B0044,154,3393,03393.csv,,,
discharge,[2.0100e+03 6.0000e+00 1.9000e+01 2.0000e+00 2.9000e+01 1.6281e+01],4,B0044,155,3394,03394.csv,0.058305157,,
charge,[2.0100e+03 6.0000e+00 1.9000e+01 2.0000e+00 4.0000e+01 5.4296e+01],4,B0044,156,3395,03395.csv,,,
discharge,[2010.       6.      19.       5.      42.      11.468],4,B0044,157,3396,03396.csv,0.058455927,,
charge,[2010.       6.      19.       5.      53.      27.375],4,B0044,158,3397,03397.csv,,,
discharge,[2010.       6.      19.       8.      49.      37.406],4,B0044,159,3398,03398.csv,0.058629861,,
impedance,[2010.       6.      19.       9.       4.      42.656],24,B0044,160,3399,03399.csv,,0.084512067,0.22784719931415315
charge,[2010.       6.      19.       9.      36.      31.031],4,B0044,161,3400,03400.csv,,,
impedance,[2010.      6.     19.     12.     30.     36.89],24,B0044,162,3401,03401.csv,,0.085812723,0.22938811437299772
discharge,[2010.       6.      21.      15.      19.      37.906],4,B0044,163,3402,03402.csv,0.058900332,,
impedance,[2010.       6.      21.      15.      42.      37.859],24,B0044,164,3403,03403.csv,,0.086019627,0.2376739221992838
charge,[2010.       6.      21.      16.      14.      26.265],4,B0044,165,3404,03404.csv,,,
impedance,[2010.       6.      21.      19.      19.      46.593],24,B0044,166,3405,03405.csv,,0.088303686,0.21664013591014053
discharge,[2010.       6.      21.      19.      51.      35.109],4,B0044,167,3406,03406.csv,0.059064677,,
charge,[2010.       6.      21.      20.      10.      25.609],4,B0044,168,3407,03407.csv,,,
discharge,[2010.       6.      21.      23.      11.      45.359],4,B0044,169,3408,03408.csv,0.0724058,,
charge,[2010.      6.     21.     23.     30.     14.39],4,B0044,170,3409,03409.csv,,,
discharge,[2.0100e+03 6.0000e+00 2.2000e+01 2.0000e+00 3.1000e+01 3.5687e+01],4,B0044,171,3410,03410.csv,0.072556328,,
charge,[2.0100e+03 6.0000e+00 2.2000e+01 2.0000e+00 4.3000e+01 2.4468e+01],4,B0044,172,3411,03411.csv,,,
discharge,[2010.       6.      22.       5.      44.      45.062],4,B0044,173,3412,03412.csv,0.05959223,,
charge,[2010.       6.      22.       6.       3.      34.828],4,B0044,174,3413,03413.csv,,,
discharge,[2010.       6.      22.       9.       4.      54.281],4,B0044,175,3414,03414.csv,0.07321709,,
impedance,[2010.       6.      22.       9.      27.       8.843],24,B0044,176,3415,03415.csv,,0.08678932,0.22967371535404632
charge,[2010.       6.      22.       9.      58.      57.593],4,B0044,177,3416,03416.csv,,,
impedance,[2010.       6.      22.      13.       4.      18.296],24,B0044,178,3417,03417.csv,,0.088219418,0.207645454
discharge,[2010.       6.      22.      13.      36.       7.203],4,B0044,179,3418,03418.csv,0.059841008,,
charge,[2010.       6.      22.      13.      54.      23.468],4,B0044,180,3419,03419.csv,,,
discharge,[2010.       6.      22.      16.      55.      44.609],4,B0044,181,3420,03420.csv,0.073443471,,
charge,[2010    6   22   17   13   51],4,B0044,182,3421,03421.csv,,,
discharge,[2010.       6.      22.      20.      15.       9.718],4,B0044,183,3422,03422.csv,0.073737396,,
charge,[2010.       6.      22.      20.      33.      19.343],4,B0044,184,3423,03423.csv,,,
discharge,[2010.       6.      22.      23.      34.      40.078],4,B0044,185,3424,03424.csv,0.060323125,,
charge,[2010.       6.      22.      23.      52.      40.015],4,B0044,186,3425,03425.csv,,,
discharge,[2.010e+03 6.000e+00 2.300e+01 2.000e+00 5.400e+01 2.359e+00],4,B0044,187,3426,03426.csv,0.07409612,,
impedance,[2010.       6.      23.       3.      15.      52.484],24,B0044,188,3427,03427.csv,,0.085083778,0.24645325293244358
charge,[2010.       6.      23.       3.      47.      41.593],4,B0044,189,3428,03428.csv,,,
impedance,[2.010e+03 6.000e+00 2.300e+01 6.000e+00 5.300e+01 1.625e+00],24,B0044,190,3429,03429.csv,,0.085957806,0.21148257831544048
discharge,[2010.       6.      23.       7.      24.      51.046],4,B0044,191,3430,03430.csv,0.060717150532954955,,
charge,[2010.       6.      23.       7.      42.      56.171],4,B0044,192,3431,03431.csv,,,
discharge,[2010.      6.     23.     10.     44.     16.39],4,B0044,193,3432,03432.csv,0.060828442,,
charge,[2.0100e+03 6.0000e+00 2.3000e+01 1.1000e+01 1.0000e+00 5.9171e+01],4,B0044,194,3433,03433.csv,,,
discharge,[2010.      6.     23.     14.      3.     18.14],4,B0044,195,3434,03434.csv,0.060928844447982224,,
charge,[2010.       6.      23.      14.      18.      20.062],4,B0044,196,3435,03435.csv,,,
discharge,[2010.       6.      23.      17.      19.      43.093],4,B0044,197,3436,03436.csv,0.061220387365620216,,
charge,[2010.       6.      23.      17.      31.      13.656],4,B0044,198,3437,03437.csv,,,
discharge,[2010.       6.      23.      20.      32.      31.953],4,B0044,199,3438,03438.csv,0.061336776,,
impedance,[2010.       6.      23.      20.      39.      52.671],24,B0044,200,3439,03439.csv,,0.083994003,0.22257288897195524
charge,[2010.       6.      23.      21.      11.      42.187],4,B0044,201,3440,03440.csv,,,
impedance,[2010.      6.     23.     22.     38.     15.39],24,B0044,202,3441,03441.csv,,0.085145053,0.21569641991910513
discharge,[2010.       6.      23.      23.      10.       5.078],4,B0044,203,3442,03442.csv,0.061502196,,
charge,[2010.       6.      23.      23.      13.      26.015],4,B0044,204,3443,03443.csv,,,
discharge,[2010.       6.      24.       0.      22.      53.234],4,B0044,205,3444,03444.csv,0.061543646,,
charge,[2.010e+03 6.000e+00 2.400e+01 0.000e+00 2.600e+01 1.515e+00],4,B0044,206,3445,03445.csv,,,
discharge,[2.010e+03 6.000e+00 2.400e+01 1.000e+00 1.800e+01 4.437e+00],4,B0044,207,3446,03446.csv,0.061368282981907545,,
charge,[2.0100e+03 6.0000e+00 2.4000e+01 1.0000e+00 2.1000e+01 2.5375e+01],4,B0044,208,3447,03447.csv,,,
discharge,[2.0100e+03 6.0000e+00 2.4000e+01 2.0000e+00 1.7000e+01 4.2484e+01],4,B0044,209,3448,03448.csv,0.061633508888739995,,
charge,[2.0100e+03 6.0000e+00 2.4000e+01 2.0000e+00 2.0000e+01 5.1375e+01],4,B0044,210,3449,03449.csv,,,
discharge,[2010.     6.    24.     3.    12.    12.5],4,B0044,211,3450,03450.csv,0.061981030875948785,,
impedance,[2010.       6.      24.       3.      19.      21.546],24,B0044,212,3451,03451.csv,,0.084229718,0.21675513651107686
charge,[2010.       6.      24.       3.      51.      11.234],4,B0044,213,3452,03452.csv,,,
impedance,[2.01e+03 6.00e+00 2.40e+01 4.00e+00 5.90e+01 2.50e-01],24,B0044,214,3453,03453.csv,,0.086112891,0.23155638462602807
discharge,[2010.       6.      25.      18.      45.       5.406],4,B0044,215,3454,03454.csv,1.4779954511171076,,
impedance,[2010.       6.      25.      20.      24.       6.312],24,B0044,216,3455,03455.csv,,0.089338637,0.23723889246330926
charge,[2010.       6.      25.      20.      55.      56.234],4,B0044,217,3456,03456.csv,,,
impedance,[2.0100e+03 6.0000e+00 2.6000e+01 0.0000e+00 1.0000e+00 2.0359e+01],24,B0044,218,3457,03457.csv,,0.084654652,0.20435313819886258
discharge,[2010.       6.      26.       0.      33.      10.328],4,B0044,219,3458,03458.csv,1.494119871447679,,
charge,[2.0100e+03 6.0000e+00 2.6000e+01 2.0000e+00 9.0000e+00 4.6062e+01],4,B0044,220,3459,03459.csv,,,
discharge,[2010.       6.      26.       5.      11.       6.265],4,B0044,221,3460,03460.csv,1.488007820113173,,
charge,[2010.       6.      26.       6.      47.       6.703],4,B0044,222,3461,03461.csv,,,
discharge,[2010.       6.      26.       9.      48.      28.984],4,B0044,223,3462,03462.csv,1.4748338592717107,,
charge,[2010.       6.      26.      11.      23.      55.578],4,B0044,224,3463,03463.csv,,,
discharge,[2010.      6.     26.     14.     25.     15.64],4,B0044,225,3464,03464.csv,1.4604378044785566,,
charge,[2010.       6.      26.      15.      59.      50.812],4,B0044,226,3465,03465.csv,,,
discharge,[2.0100e+03 6.0000e+00 2.6000e+01 1.9000e+01 1.0000e+00 1.0906e+01],4,B0044,227,3466,03466.csv,1.452380841576719,,
impedance,[2010.      6.     26.     20.     39.     31.14],24,B0044,228,3467,03467.csv,,0.087298279,0.2654873283908556
charge,[2010.      6.     26.     21.     11.     21.39],4,B0044,229,3468,03468.csv,,,
impedance,[2010.       6.      27.       0.      16.      41.953],24,B0044,230,3469,03469.csv,,0.084513663,0.20274785477136154
discharge,[2010.       6.      27.       0.      48.      32.265],4,B0044,231,3470,03470.csv,1.4411028883649861,,
charge,[2.0100e+03 6.0000e+00 2.7000e+01 2.0000e+00 2.2000e+01 1.3843e+01],4,B0044,232,3471,03471.csv,,,
discharge,[2010.       6.      27.       5.      23.      33.859],4,B0044,233,3472,03472.csv,1.4300355978410688,,
charge,[2.01e+03 6.00e+00 2.70e+01 6.00e+00 5.70e+01 5.15e-01],4,B0044,234,3473,03473.csv,,,
